"Global X MSCI China Financials ETF",,,,,
Date,"Closing Price","Daily Change","Daily Change %",Premium/Discount,"Premium/Discount %"
11/6/15,--,--,--,-0.12,-0.78
11/5/15,--,--,--,-0.08,-0.56
11/4/15,--,--,--,-0.11,-0.72
11/3/15,--,--,--,0.10,0.64
11/2/15,--,--,--,0.17,1.16
11/1/15,--,--,--,-0.05,-0.34
10/31/15,--,--,--,-0.05,-0.34
10/30/15,--,--,--,-0.06,-0.38
10/29/15,--,--,--,-0.10,-0.70
10/28/15,--,--,--,-0.15,-1.00
10/27/15,--,--,--,-0.18,-1.18
10/26/15,--,--,--,-0.08,-0.50
10/23/15,--,--,--,0.31,2.01
10/22/15,--,--,--,0.21,1.39
10/21/15,--,--,--,-0.26,-1.72
10/20/15,--,--,--,-0.04,-0.28
10/19/15,--,--,--,-0.13,-0.86
10/16/15,--,--,--,0.09,0.60
10/15/15,--,--,--,0.15,1.02
10/14/15,--,--,--,-0.07,-0.48
10/13/15,--,--,--,-0.27,-1.83
10/12/15,--,--,--,-0.21,-1.37
10/9/15,--,--,--,-0.01,-0.08
10/8/15,--,--,--,0.22,1.48
10/7/15,--,--,--,-0.11,-0.77
10/6/15,--,--,--,-0.03,-0.18
10/5/15,--,--,--,0.17,1.18
10/2/15,--,--,--,0.17,1.20
10/1/15,--,--,--,0.15,1.11
9/30/15,--,--,--,0.06,0.45
9/29/15,--,--,--,-0.03,-0.23
9/28/15,--,--,--,-0.47,-3.42
9/25/15,--,--,--,-0.21,-1.52
9/24/15,--,--,--,-0.11,-0.84
9/23/15,--,--,--,-0.11,-0.83
9/22/15,--,--,--,-0.27,-1.90
9/21/15,--,--,--,-0.04,-0.28
9/18/15,--,--,--,-0.42,-2.93
9/17/15,--,--,--,0.02,0.15
9/16/15,--,--,--,0.22,1.54
9/15/15,--,--,--,0.14,1.02
9/14/15,--,--,--,-0.07,-0.52
9/11/15,--,--,--,0.11,0.76
9/10/15,--,--,--,-0.08,-0.56
9/9/15,--,--,--,-0.42,-2.98
9/8/15,--,--,--,0.15,1.10
9/4/15,--,--,--,-0.35,-2.71
9/3/15,--,--,--,0.01,0.05
9/2/15,--,--,--,-0.14,-1.03
9/1/15,--,--,--,-0.43,-3.22
8/31/15,--,--,--,-0.18,-1.29
8/28/15,--,--,--,-0.05,-0.34
8/27/15,--,--,--,0.18,1.26
8/26/15,--,--,--,0.27,2.05
8/25/15,--,--,--,-0.20,-1.51
8/24/15,--,--,--,-0.47,-3.51
8/21/15,--,--,--,-0.48,-3.38
8/20/15,--,--,--,-0.38,-2.58
8/19/15,--,--,--,-0.28,-1.84
8/18/15,--,--,--,-0.06,-0.40
8/17/15,--,--,--,0.02,0.16
8/14/15,--,--,--,0.00,0.01
8/13/15,--,--,--,-0.08,-0.49
8/12/15,--,--,--,-0.07,-0.48
8/11/15,--,--,--,-0.11,-0.72
8/10/15,--,--,--,0.13,0.82
8/7/15,--,--,--,-0.17,-1.07
8/6/15,--,--,--,-0.16,-1.03
8/5/15,--,--,--,-0.08,-0.48
8/4/15,--,--,--,-0.11,-0.71
8/3/15,--,--,--,-0.19,-1.23
7/31/15,--,--,--,-0.18,-1.13
7/30/15,--,--,--,0.03,0.18
7/29/15,--,--,--,0.12,0.78
7/28/15,--,--,--,0.03,0.16
7/27/15,--,--,--,-0.26,-1.64
7/24/15,--,--,--,-0.29,-1.73
7/23/15,--,--,--,-0.28,-1.67
7/22/15,--,--,--,-0.18,-1.10
7/21/15,--,--,--,-0.22,-1.33
7/20/15,--,--,--,-0.11,-0.65
7/17/15,--,--,--,-0.03,-0.18
7/16/15,--,--,--,-0.12,-0.70
7/15/15,--,--,--,-0.31,-1.89
7/14/15,--,--,--,-0.12,-0.71
7/13/15,--,--,--,-0.31,-1.87
7/10/15,--,--,--,-0.21,-1.29
7/9/15,--,--,--,-0.40,-2.48
7/8/15,--,--,--,-0.65,-4.25
7/7/15,--,--,--,-0.36,-2.18
7/6/15,--,--,--,-0.08,-0.49
7/2/15,--,--,--,-0.23,-1.29
7/1/15,--,--,--,-0.39,-2.16
6/30/15,--,--,--,-0.22,-1.22
6/29/15,--,--,--,-0.31,-1.78
6/26/15,--,--,--,-0.28,-1.55
6/25/15,--,--,--,-0.11,-0.61
6/24/15,--,--,--,-0.09,-0.46
6/23/15,--,--,--,0.01,0.04
6/22/15,--,--,--,-0.07,-0.36
6/19/15,--,--,--,-0.05,-0.29
6/18/15,--,--,--,0.04,0.20
6/17/15,--,--,--,-0.21,-1.12
6/16/15,--,--,--,-0.05,-0.30
6/15/15,--,--,--,-0.18,-1.00
6/12/15,--,--,--,-0.01,-0.08
6/11/15,--,--,--,0.17,0.91
6/10/15,--,--,--,0.18,1.00
6/9/15,--,--,--,0.01,0.06
6/8/15,--,--,--,0.06,0.31
6/5/15,--,--,--,0.10,0.54
6/4/15,--,--,--,0.03,0.15
6/3/15,--,--,--,0.14,0.73
6/2/15,--,--,--,0.01,0.04
6/1/15,--,--,--,-0.08,-0.41
5/29/15,--,--,--,-0.10,-0.51
5/28/15,--,--,--,0.18,0.93
5/27/15,--,--,--,0.28,1.43
5/26/15,--,--,--,0.20,1.01
5/22/15,--,--,--,0.44,2.26
5/21/15,--,--,--,0.14,0.76
5/20/15,--,--,--,0.09,0.47
5/19/15,--,--,--,0.11,0.56
5/18/15,--,--,--,0.01,0.08
5/15/15,--,--,--,0.13,0.70
5/14/15,--,--,--,0.07,0.39
5/13/15,--,--,--,-0.12,-0.66
5/12/15,--,--,--,-0.03,-0.18
5/11/15,--,--,--,-0.17,-0.91
5/8/15,--,--,--,0.18,0.96
5/7/15,--,--,--,0.05,0.30
5/6/15,--,--,--,-0.32,-1.72
5/5/15,--,--,--,-0.03,-0.16
5/4/15,--,--,--,0.36,1.88
5/1/15,--,--,--,0.14,0.73
4/30/15,--,--,--,-0.13,-0.66
4/29/15,--,--,--,-0.01,-0.06
4/28/15,--,--,--,0.19,1.00
4/27/15,--,--,--,0.15,0.77
4/24/15,--,--,--,0.16,0.85
4/23/15,--,--,--,0.18,0.92
4/22/15,--,--,--,0.26,1.36
4/21/15,--,--,--,0.13,0.68
4/20/15,--,--,--,0.20,1.07
4/17/15,--,--,--,-0.50,-2.63
4/16/15,--,--,--,0.38,1.98
4/15/15,--,--,--,0.18,0.94
4/14/15,--,--,--,0.30,1.62
4/13/15,--,--,--,0.00,0.02
4/10/15,--,--,--,0.47,2.58
4/9/15,--,--,--,0.94,5.32
4/8/15,--,--,--,0.53,3.04
4/7/15,--,--,--,0.42,2.54
4/6/15,--,--,--,0.30,1.83
4/2/15,--,--,--,0.07,0.42
4/1/15,--,--,--,0.11,0.66
3/31/15,--,--,--,0.04,0.27
3/30/15,--,--,--,0.27,1.67
3/27/15,--,--,--,0.09,0.56
3/26/15,--,--,--,-0.14,-0.88
3/25/15,--,--,--,-0.19,-1.25
3/24/15,--,--,--,0.00,0.01
3/23/15,--,--,--,-0.08,-0.50
3/20/15,--,--,--,0.04,0.26
3/19/15,--,--,--,-0.04,-0.25
3/18/15,--,--,--,0.15,0.96
3/17/15,--,--,--,0.07,0.48
3/16/15,--,--,--,0.01,0.03
3/13/15,--,--,--,-0.13,-0.87
3/12/15,--,--,--,-0.09,-0.61
3/11/15,--,--,--,-0.10,-0.67
3/10/15,--,--,--,-0.26,-1.75
3/9/15,--,--,--,-0.10,-0.66
3/6/15,--,--,--,-0.22,-1.47
3/5/15,--,--,--,-0.07,-0.45
3/4/15,--,--,--,-0.08,-0.50
3/3/15,--,--,--,-0.05,-0.30
3/2/15,--,--,--,0.05,0.32
2/27/15,--,--,--,0.13,0.79
2/26/15,--,--,--,0.06,0.35
2/25/15,--,--,--,0.07,0.43
2/24/15,--,--,--,0.15,0.95
2/23/15,--,--,--,-0.09,-0.60
2/20/15,--,--,--,0.07,0.47
2/19/15,--,--,--,-0.03,-0.20
2/18/15,--,--,--,0.00,-0.01
2/17/15,--,--,--,0.08,0.51
2/13/15,--,--,--,0.06,0.38
2/12/15,--,--,--,0.18,1.14
2/11/15,--,--,--,0.12,0.77
2/10/15,--,--,--,0.03,0.18
2/9/15,--,--,--,0.00,0.00
2/6/15,--,--,--,-0.02,-0.10
2/5/15,--,--,--,0.16,1.06
2/4/15,--,--,--,0.32,2.10
2/3/15,--,--,--,0.20,1.28
2/2/15,--,--,--,0.08,0.51
1/30/15,--,--,--,-0.20,-1.31
1/29/15,--,--,--,0.11,0.73
1/28/15,--,--,--,-0.18,-1.16
1/27/15,--,--,--,0.08,0.51
1/26/15,--,--,--,0.16,1.00
1/23/15,--,--,--,0.16,0.98
1/22/15,--,--,--,0.40,2.52
1/21/15,--,--,--,0.20,1.29
1/20/15,--,--,--,0.09,0.61
1/16/15,--,--,--,0.07,0.42
1/15/15,--,--,--,-0.04,-0.25
1/14/15,--,--,--,0.04,0.28
1/13/15,--,--,--,0.12,0.76
1/12/15,--,--,--,0.01,0.03
1/9/15,--,--,--,0.10,0.62
1/8/15,--,--,--,0.25,1.60
1/7/15,--,--,--,0.17,1.08
1/6/15,--,--,--,-0.09,-0.58
1/5/15,--,--,--,-0.05,-0.30
1/2/15,--,--,--,-0.07,-0.46
1/1/15,--,--,--,0.17,1.06
