Ticker,NAV,Date
PIN,25.600000000000001,03/18/2019
PIN,25.330000000000002,03/17/2019
PIN,25.330000000000002,03/16/2019
PIN,25.330000000000002,03/15/2019
PIN,25.150000000000002,03/14/2019
PIN,25.100000000000001,03/13/2019
PIN,25.070000000000000,03/12/2019
PIN,24.830000000000002,03/11/2019
PIN,24.330000000000002,03/10/2019
PIN,24.330000000000002,03/09/2019
PIN,24.330000000000002,03/08/2019
PIN,24.430000000000000,03/07/2019
PIN,24.420000000000002,03/06/2019
PIN,24.280000000000001,03/05/2019
PIN,23.879999999999999,03/04/2019
PIN,23.879999999999999,03/03/2019
PIN,23.879999999999999,03/02/2019
PIN,23.879999999999999,03/01/2019
PIN,23.629999999999999,02/28/2019
PIN,23.550000000000001,02/27/2019
PIN,23.660000000000000,02/26/2019
PIN,23.750000000000000,02/25/2019
PIN,23.550000000000001,02/24/2019
PIN,23.550000000000001,02/23/2019
PIN,23.550000000000001,02/22/2019
PIN,23.400000000000002,02/21/2019
PIN,23.270000000000000,02/20/2019
PIN,22.879999999999999,02/19/2019
PIN,23.240000000000002,02/18/2019
PIN,23.240000000000002,02/17/2019
PIN,23.240000000000002,02/16/2019
PIN,23.240000000000002,02/15/2019
PIN,23.340000000000000,02/14/2019
PIN,23.500000000000000,02/13/2019
PIN,23.640000000000001,02/12/2019
PIN,23.590000000000000,02/11/2019
PIN,23.760000000000002,02/10/2019
PIN,23.760000000000002,02/09/2019
PIN,23.760000000000002,02/08/2019
PIN,24.070000000000000,02/07/2019
PIN,23.980000000000000,02/06/2019
PIN,23.719999999999999,02/05/2019
PIN,23.650000000000002,02/04/2019
PIN,23.760000000000002,02/03/2019
PIN,23.760000000000002,02/02/2019
PIN,23.760000000000002,02/01/2019
PIN,23.699999999999999,01/31/2019
PIN,23.469999999999999,01/30/2019
PIN,23.359999999999999,01/29/2019
PIN,23.300000000000001,01/28/2019
PIN,23.550000000000001,01/27/2019
PIN,23.550000000000001,01/26/2019
PIN,23.550000000000001,01/25/2019
PIN,23.750000000000000,01/24/2019
PIN,23.620000000000001,01/23/2019
PIN,23.699999999999999,01/22/2019
PIN,23.750000000000000,01/21/2019
PIN,23.750000000000000,01/20/2019
PIN,23.750000000000000,01/19/2019
PIN,23.750000000000000,01/18/2019
PIN,23.820000000000000,01/17/2019
PIN,23.789999999999999,01/16/2019
PIN,23.830000000000002,01/15/2019
PIN,23.510000000000002,01/14/2019
PIN,23.710000000000001,01/13/2019
PIN,23.710000000000001,01/12/2019
PIN,23.710000000000001,01/11/2019
PIN,23.770000000000000,01/10/2019
PIN,23.780000000000001,01/09/2019
PIN,23.809999999999999,01/08/2019
PIN,23.900000000000002,01/07/2019
PIN,23.949999999999999,01/06/2019
PIN,23.949999999999999,01/05/2019
PIN,23.949999999999999,01/04/2019
PIN,23.539999999999999,01/03/2019
PIN,23.870000000000001,01/02/2019
PIN,24.080000000000002,01/01/2019
PIN,24.080000000000002,12/31/2018
PIN,24.000000000000000,12/30/2018
PIN,24.000000000000000,12/29/2018
PIN,24.000000000000000,12/28/2018
PIN,23.850000000000001,12/27/2018
PIN,23.780000000000001,12/26/2018
PIN,23.370000000000001,12/25/2018
PIN,23.370000000000001,12/24/2018
PIN,23.960000000000001,12/23/2018
PIN,23.960000000000001,12/22/2018
PIN,23.960000000000001,12/21/2018
PIN,24.449999999999999,12/20/2018
PIN,24.240000000000002,12/19/2018
PIN,24.100000000000001,12/18/2018
PIN,23.690000000000001,12/17/2018
PIN,23.559999999999999,12/16/2018
PIN,23.559999999999999,12/15/2018
PIN,23.559999999999999,12/14/2018
PIN,23.550000000000001,12/13/2018
PIN,23.350000000000001,12/12/2018
PIN,22.980000000000000,12/11/2018
PIN,22.900000000000002,12/10/2018
PIN,23.430000000000000,12/09/2018
PIN,23.430000000000000,12/08/2018
PIN,23.430000000000000,12/07/2018
PIN,23.500000000000000,12/06/2018
PIN,23.960000000000001,12/05/2018
PIN,23.960000000000001,12/04/2018
PIN,24.150000000000002,12/03/2018
PIN,24.300000000000001,12/02/2018
PIN,24.300000000000001,12/01/2018
PIN,24.300000000000001,11/30/2018
PIN,24.160000000000000,11/29/2018
PIN,23.800000000000001,11/28/2018
PIN,23.620000000000001,11/27/2018
PIN,23.520000000000000,11/26/2018
PIN,23.370000000000001,11/25/2018
PIN,23.370000000000001,11/24/2018
PIN,23.370000000000001,11/23/2018
PIN,23.359999999999999,11/22/2018
PIN,23.359999999999999,11/21/2018
PIN,23.359999999999999,11/20/2018
PIN,23.600000000000001,11/19/2018
PIN,23.480000000000000,11/18/2018
PIN,23.480000000000000,11/17/2018
PIN,23.480000000000000,11/16/2018
PIN,23.430000000000000,11/15/2018
PIN,23.190000000000001,11/14/2018
PIN,23.080000000000002,11/13/2018
PIN,22.670000000000002,11/12/2018
PIN,23.230000000000000,11/11/2018
PIN,23.230000000000000,11/10/2018
PIN,23.230000000000000,11/09/2018
PIN,23.000000000000000,11/08/2018
PIN,23.080000000000002,11/07/2018
PIN,22.859999999999999,11/06/2018
PIN,22.870000000000001,11/05/2018
PIN,22.949999999999999,11/04/2018
PIN,22.949999999999999,11/03/2018
PIN,22.949999999999999,11/02/2018
PIN,22.440000000000001,11/01/2018
PIN,22.240000000000002,10/31/2018
PIN,21.920000000000002,10/30/2018
PIN,21.850000000000001,10/29/2018
PIN,21.490000000000002,10/28/2018
PIN,21.490000000000002,10/27/2018
PIN,21.490000000000002,10/26/2018
PIN,21.710000000000001,10/25/2018
PIN,21.670000000000002,10/24/2018
PIN,21.609999999999999,10/23/2018
PIN,21.900000000000002,10/22/2018
PIN,22.100000000000001,10/21/2018
PIN,22.100000000000001,10/20/2018
PIN,22.100000000000001,10/19/2018
PIN,22.260000000000002,10/18/2018
PIN,22.410000000000000,10/17/2018
PIN,22.920000000000002,10/16/2018
PIN,22.440000000000001,10/15/2018
PIN,22.440000000000001,10/14/2018
PIN,22.440000000000001,10/13/2018
PIN,22.440000000000001,10/12/2018
PIN,21.780000000000001,10/11/2018
PIN,22.100000000000001,10/10/2018
PIN,21.890000000000001,10/09/2018
PIN,22.059999999999999,10/08/2018
PIN,22.100000000000001,10/07/2018
PIN,22.100000000000001,10/06/2018
PIN,22.100000000000001,10/05/2018
PIN,22.890000000000001,10/04/2018
PIN,23.620000000000001,10/03/2018
PIN,24.060000000000002,10/02/2018
PIN,24.060000000000002,10/01/2018
PIN,24.030000000000001,09/30/2018
PIN,24.030000000000001,09/29/2018
PIN,24.030000000000001,09/28/2018
PIN,24.180000000000000,09/27/2018
PIN,24.539999999999999,09/26/2018
PIN,24.520000000000000,09/25/2018
PIN,24.310000000000002,09/24/2018
PIN,24.859999999999999,09/23/2018
PIN,24.859999999999999,09/22/2018
PIN,24.859999999999999,09/21/2018
PIN,24.980000000000000,09/20/2018
PIN,24.980000000000000,09/19/2018
PIN,25.000000000000000,09/18/2018
PIN,25.270000000000000,09/17/2018
PIN,25.789999999999999,09/16/2018
PIN,25.789999999999999,09/15/2018
PIN,25.789999999999999,09/14/2018
PIN,25.199999999999999,09/13/2018
PIN,25.199999999999999,09/12/2018
PIN,24.879999999999999,09/11/2018
PIN,25.230000000000000,09/10/2018
PIN,25.840000000000000,09/09/2018
PIN,25.840000000000000,09/08/2018
PIN,25.840000000000000,09/07/2018
PIN,25.640000000000001,09/06/2018
PIN,25.590000000000000,09/05/2018
PIN,25.750000000000000,09/04/2018
PIN,26.340000000000000,09/03/2018
PIN,26.340000000000000,09/02/2018
PIN,26.340000000000000,09/01/2018
PIN,26.340000000000000,08/31/2018
PIN,26.350000000000001,08/30/2018
PIN,26.430000000000000,08/29/2018
PIN,26.629999999999999,08/28/2018
PIN,26.530000000000001,08/27/2018
PIN,26.300000000000001,08/26/2018
PIN,26.300000000000001,08/25/2018
PIN,26.300000000000001,08/24/2018
PIN,26.270000000000000,08/23/2018
PIN,26.300000000000001,08/22/2018
PIN,26.300000000000001,08/21/2018
PIN,26.240000000000002,08/20/2018
PIN,25.980000000000000,08/19/2018
PIN,25.980000000000000,08/18/2018
PIN,25.980000000000000,08/17/2018
PIN,25.780000000000001,08/16/2018
PIN,26.039999999999999,08/15/2018
PIN,26.039999999999999,08/14/2018
PIN,25.820000000000000,08/13/2018
PIN,26.400000000000002,08/12/2018
PIN,26.400000000000002,08/11/2018
PIN,26.400000000000002,08/10/2018
PIN,26.550000000000001,08/09/2018
PIN,26.500000000000000,08/08/2018
PIN,26.330000000000002,08/07/2018
PIN,26.320000000000000,08/06/2018
PIN,26.260000000000002,08/05/2018
PIN,26.260000000000002,08/04/2018
PIN,26.260000000000002,08/03/2018
PIN,26.100000000000001,08/02/2018
PIN,26.260000000000002,08/01/2018
PIN,26.180000000000000,07/31/2018
PIN,26.020000000000000,07/30/2018
PIN,25.800000000000001,07/29/2018
PIN,25.800000000000001,07/28/2018
PIN,25.800000000000001,07/27/2018
PIN,25.640000000000001,07/26/2018
PIN,25.670000000000002,07/25/2018
PIN,25.600000000000001,07/24/2018
PIN,25.440000000000001,07/23/2018
PIN,25.170000000000002,07/22/2018
PIN,25.170000000000002,07/21/2018
PIN,25.170000000000002,07/20/2018
PIN,24.990000000000002,07/19/2018
PIN,25.090000000000000,07/18/2018
PIN,25.210000000000001,07/17/2018
PIN,24.960000000000001,07/16/2018
PIN,25.250000000000000,07/15/2018
PIN,25.250000000000000,07/14/2018
PIN,25.250000000000000,07/13/2018
PIN,25.190000000000001,07/12/2018
PIN,24.949999999999999,07/11/2018
PIN,24.949999999999999,07/10/2018
PIN,24.770000000000000,07/09/2018
PIN,24.560000000000002,07/08/2018
PIN,24.560000000000002,07/07/2018
PIN,24.560000000000002,07/06/2018
PIN,24.449999999999999,07/05/2018
PIN,24.580000000000002,07/04/2018
PIN,24.580000000000002,07/03/2018
PIN,24.480000000000000,07/02/2018
PIN,24.609999999999999,07/01/2018
PIN,24.609999999999999,06/30/2018
PIN,24.609999999999999,06/29/2018
PIN,24.180000000000000,06/28/2018
PIN,24.460000000000001,06/27/2018
PIN,24.879999999999999,06/26/2018
PIN,24.859999999999999,06/25/2018
PIN,25.120000000000001,06/24/2018
PIN,25.120000000000001,06/23/2018
PIN,25.120000000000001,06/22/2018
PIN,24.879999999999999,06/21/2018
PIN,24.920000000000002,06/20/2018
PIN,24.740000000000002,06/19/2018
PIN,25.100000000000001,06/18/2018
PIN,25.180000000000000,06/17/2018
PIN,25.180000000000000,06/16/2018
PIN,25.180000000000000,06/15/2018
PIN,25.240000000000002,06/14/2018
PIN,25.330000000000002,06/13/2018
PIN,25.379999999999999,06/12/2018
PIN,25.289999999999999,06/11/2018
PIN,25.160000000000000,06/10/2018
PIN,25.160000000000000,06/09/2018
PIN,25.160000000000000,06/08/2018
