Ticker,NAV,Date
PGJ,39.530000000000001,03/13/2019
PGJ,39.480000000000004,03/12/2019
PGJ,39.550000000000004,03/11/2019
PGJ,38.480000000000004,03/10/2019
PGJ,38.480000000000004,03/09/2019
PGJ,38.480000000000004,03/08/2019
PGJ,38.820000000000000,03/07/2019
PGJ,40.240000000000002,03/06/2019
PGJ,40.609999999999999,03/05/2019
PGJ,39.490000000000002,03/04/2019
PGJ,39.230000000000004,03/03/2019
PGJ,39.230000000000004,03/02/2019
PGJ,39.230000000000004,03/01/2019
PGJ,39.380000000000003,02/28/2019
PGJ,39.270000000000003,02/27/2019
PGJ,39.270000000000003,02/26/2019
PGJ,39.390000000000001,02/25/2019
PGJ,38.609999999999999,02/24/2019
PGJ,38.609999999999999,02/23/2019
PGJ,38.609999999999999,02/22/2019
PGJ,37.170000000000002,02/21/2019
PGJ,37.750000000000000,02/20/2019
PGJ,37.310000000000002,02/19/2019
PGJ,36.759999999999998,02/18/2019
PGJ,36.759999999999998,02/17/2019
PGJ,36.759999999999998,02/16/2019
PGJ,36.759999999999998,02/15/2019
PGJ,37.270000000000003,02/14/2019
PGJ,37.450000000000003,02/13/2019
PGJ,37.259999999999998,02/12/2019
PGJ,36.700000000000003,02/11/2019
PGJ,36.390000000000001,02/10/2019
PGJ,36.390000000000001,02/09/2019
PGJ,36.390000000000001,02/08/2019
PGJ,36.140000000000001,02/07/2019
PGJ,37.270000000000003,02/06/2019
PGJ,37.640000000000001,02/05/2019
PGJ,36.880000000000003,02/04/2019
PGJ,36.740000000000002,02/03/2019
PGJ,36.740000000000002,02/02/2019
PGJ,36.740000000000002,02/01/2019
PGJ,36.840000000000003,01/31/2019
PGJ,36.039999999999999,01/30/2019
PGJ,35.399999999999999,01/29/2019
PGJ,35.740000000000002,01/28/2019
PGJ,36.000000000000000,01/27/2019
PGJ,36.000000000000000,01/26/2019
PGJ,36.000000000000000,01/25/2019
PGJ,35.030000000000001,01/24/2019
PGJ,34.619999999999997,01/23/2019
PGJ,34.490000000000002,01/22/2019
PGJ,35.719999999999999,01/21/2019
PGJ,35.719999999999999,01/20/2019
PGJ,35.719999999999999,01/19/2019
PGJ,35.719999999999999,01/18/2019
PGJ,34.890000000000001,01/17/2019
PGJ,34.700000000000003,01/16/2019
PGJ,34.160000000000004,01/15/2019
PGJ,33.450000000000003,01/14/2019
PGJ,34.189999999999998,01/13/2019
PGJ,34.189999999999998,01/12/2019
PGJ,34.189999999999998,01/11/2019
PGJ,34.619999999999997,01/10/2019
PGJ,34.619999999999997,01/09/2019
PGJ,33.469999999999999,01/08/2019
PGJ,33.359999999999999,01/07/2019
PGJ,32.509999999999998,01/06/2019
PGJ,32.509999999999998,01/05/2019
PGJ,32.509999999999998,01/04/2019
PGJ,30.670000000000002,01/03/2019
PGJ,31.750000000000000,01/02/2019
PGJ,31.620000000000001,01/01/2019
PGJ,31.620000000000001,12/31/2018
PGJ,32.030000000000001,12/30/2018
PGJ,32.030000000000001,12/29/2018
PGJ,32.030000000000001,12/28/2018
PGJ,32.070000000000000,12/27/2018
PGJ,32.030000000000001,12/26/2018
PGJ,30.970000000000002,12/25/2018
PGJ,30.970000000000002,12/24/2018
PGJ,31.060000000000002,12/23/2018
PGJ,31.060000000000002,12/22/2018
PGJ,31.060000000000002,12/21/2018
PGJ,31.320000000000000,12/20/2018
PGJ,31.560000000000002,12/19/2018
PGJ,32.340000000000003,12/18/2018
PGJ,32.770000000000003,12/17/2018
PGJ,33.799999999999997,12/16/2018
PGJ,33.799999999999997,12/15/2018
PGJ,33.799999999999997,12/14/2018
PGJ,34.359999999999999,12/13/2018
PGJ,34.450000000000003,12/12/2018
PGJ,33.579999999999998,12/11/2018
PGJ,33.420000000000002,12/10/2018
PGJ,33.660000000000004,12/09/2018
PGJ,33.660000000000004,12/08/2018
PGJ,33.660000000000004,12/07/2018
PGJ,34.390000000000001,12/06/2018
PGJ,34.770000000000003,12/05/2018
PGJ,34.770000000000003,12/04/2018
PGJ,35.780000000000001,12/03/2018
PGJ,34.740000000000002,12/02/2018
PGJ,34.740000000000002,12/01/2018
PGJ,34.740000000000002,11/30/2018
PGJ,33.840000000000003,11/29/2018
PGJ,34.509999999999998,11/28/2018
PGJ,33.820000000000000,11/27/2018
PGJ,33.710000000000001,11/26/2018
PGJ,32.910000000000004,11/25/2018
PGJ,32.910000000000004,11/24/2018
PGJ,32.910000000000004,11/23/2018
PGJ,33.640000000000001,11/22/2018
PGJ,33.640000000000001,11/21/2018
PGJ,32.630000000000003,11/20/2018
PGJ,33.340000000000003,11/19/2018
PGJ,34.399999999999999,11/18/2018
PGJ,34.399999999999999,11/17/2018
PGJ,34.399999999999999,11/16/2018
PGJ,34.719999999999999,11/15/2018
PGJ,33.509999999999998,11/14/2018
PGJ,32.880000000000003,11/13/2018
PGJ,32.289999999999999,11/12/2018
PGJ,32.960000000000001,11/11/2018
PGJ,32.960000000000001,11/10/2018
PGJ,32.960000000000001,11/09/2018
PGJ,34.300000000000004,11/08/2018
PGJ,35.890000000000001,11/07/2018
PGJ,35.230000000000004,11/06/2018
PGJ,35.140000000000001,11/05/2018
PGJ,35.469999999999999,11/04/2018
PGJ,35.469999999999999,11/03/2018
PGJ,35.469999999999999,11/02/2018
PGJ,36.020000000000003,11/01/2018
PGJ,33.820000000000000,10/31/2018
PGJ,32.390000000000001,10/30/2018
PGJ,31.990000000000002,10/29/2018
PGJ,32.859999999999999,10/28/2018
PGJ,32.859999999999999,10/27/2018
PGJ,32.859999999999999,10/26/2018
PGJ,32.730000000000004,10/25/2018
PGJ,31.640000000000001,10/24/2018
PGJ,33.289999999999999,10/23/2018
PGJ,34.310000000000002,10/22/2018
PGJ,33.420000000000002,10/21/2018
PGJ,33.420000000000002,10/20/2018
PGJ,33.420000000000002,10/19/2018
PGJ,33.640000000000001,10/18/2018
PGJ,34.880000000000003,10/17/2018
PGJ,35.649999999999999,10/16/2018
PGJ,35.000000000000000,10/15/2018
PGJ,35.490000000000002,10/14/2018
PGJ,35.490000000000002,10/13/2018
PGJ,35.490000000000002,10/12/2018
PGJ,33.840000000000003,10/11/2018
PGJ,33.549999999999997,10/10/2018
PGJ,34.930000000000000,10/09/2018
PGJ,35.149999999999999,10/08/2018
PGJ,35.600000000000001,10/07/2018
PGJ,35.600000000000001,10/06/2018
PGJ,35.600000000000001,10/05/2018
PGJ,36.140000000000001,10/04/2018
PGJ,37.500000000000000,10/03/2018
PGJ,37.289999999999999,10/02/2018
PGJ,38.380000000000003,10/01/2018
PGJ,38.630000000000003,09/30/2018
PGJ,38.630000000000003,09/29/2018
PGJ,38.630000000000003,09/28/2018
PGJ,38.780000000000001,09/27/2018
PGJ,38.740000000000002,09/26/2018
PGJ,38.270000000000003,09/25/2018
PGJ,38.070000000000000,09/24/2018
PGJ,39.109999999999999,09/23/2018
PGJ,39.109999999999999,09/22/2018
PGJ,39.109999999999999,09/21/2018
PGJ,39.039999999999999,09/20/2018
