Date,ProShares Name,Ticker,NAV,Prior NAV,NAV Change (%),NAV Change ($),Shares Outstanding (000),Assets Under Management
12/01/2016,ProShares Ultra MSCI Emerging Markets,EET,50.97,52.21,-2.37502,-1.24,475,24210750
11/30/2016,ProShares Ultra MSCI Emerging Markets,EET,52.21,52.04,0.32667,0.17,475,24799750
11/29/2016,ProShares Ultra MSCI Emerging Markets,EET,52.04,51.9,0.26975,0.14,475,24719000
11/28/2016,ProShares Ultra MSCI Emerging Markets,EET,51.9,51.49,0.79627,0.41,475,24652500
11/25/2016,ProShares Ultra MSCI Emerging Markets,EET,51.49,51,0.96078,0.49,475,24457750
11/23/2016,ProShares Ultra MSCI Emerging Markets,EET,51,52.12,-2.14889,-1.12,475,24225000
11/22/2016,ProShares Ultra MSCI Emerging Markets,EET,52.12,50.59,3.02431,1.53,475,24757000
11/21/2016,ProShares Ultra MSCI Emerging Markets,EET,50.59,49.62,1.95486,0.97,475,24030250
11/18/2016,ProShares Ultra MSCI Emerging Markets,EET,49.62,50.08,-0.91853,-0.46,475,23569500
11/17/2016,ProShares Ultra MSCI Emerging Markets,EET,50.08,49.94,0.28034,0.14,475,23788000
11/16/2016,ProShares Ultra MSCI Emerging Markets,EET,49.94,50.79,-1.67356,-0.85,475,23721500
11/15/2016,ProShares Ultra MSCI Emerging Markets,EET,50.79,48.82,4.03523,1.97,475,24125250
11/14/2016,ProShares Ultra MSCI Emerging Markets,EET,48.82,49.55,-1.47326,-0.73,500,24410000
11/11/2016,ProShares Ultra MSCI Emerging Markets,EET,49.55,51.5,-3.78641,-1.95,500,24775000
11/10/2016,ProShares Ultra MSCI Emerging Markets,EET,51.5,54.64,-5.74671,-3.14,500,25750000
11/09/2016,ProShares Ultra MSCI Emerging Markets,EET,54.64,58.42,-6.47039,-3.78,500,27320000
11/08/2016,ProShares Ultra MSCI Emerging Markets,EET,58.42,57.68,1.28294,0.74,500,29210000
11/07/2016,ProShares Ultra MSCI Emerging Markets,EET,57.68,53.8,7.21190,3.88,500,28840000
11/04/2016,ProShares Ultra MSCI Emerging Markets,EET,53.8,54.92,-2.03933,-1.12,500,26900000
11/03/2016,ProShares Ultra MSCI Emerging Markets,EET,54.92,55.22,-0.54328,-0.3,500,27460000
11/02/2016,ProShares Ultra MSCI Emerging Markets,EET,55.22,56.58,-2.40368,-1.36,500,27610000
11/01/2016,ProShares Ultra MSCI Emerging Markets,EET,56.58,57.51,-1.61711,-0.93,500,28290000
10/31/2016,ProShares Ultra MSCI Emerging Markets,EET,57.51,56.86,1.14316,0.65,500,28755000
10/28/2016,ProShares Ultra MSCI Emerging Markets,EET,56.86,57.33,-0.81982,-0.47,500,28430000
10/27/2016,ProShares Ultra MSCI Emerging Markets,EET,57.33,58.33,-1.71438,-1,525,30098250
10/26/2016,ProShares Ultra MSCI Emerging Markets,EET,58.33,59.59,-2.11445,-1.26,525,30623250
10/25/2016,ProShares Ultra MSCI Emerging Markets,EET,59.59,59.47,0.20178,0.12,525,31284750
10/24/2016,ProShares Ultra MSCI Emerging Markets,EET,59.47,58.97,0.84789,0.5,525,31221750
10/21/2016,ProShares Ultra MSCI Emerging Markets,EET,58.97,59.01,-0.06779,-0.04,525,30959250
10/20/2016,ProShares Ultra MSCI Emerging Markets,EET,59.01,59.35,-0.57287,-0.34,525,30980250
10/19/2016,ProShares Ultra MSCI Emerging Markets,EET,59.35,58.64,1.21078,0.71,525,31158750
10/18/2016,ProShares Ultra MSCI Emerging Markets,EET,58.64,56.64,3.53107,2,525,30786000
10/17/2016,ProShares Ultra MSCI Emerging Markets,EET,56.64,56.77,-0.22899,-0.13,525,29736000
10/14/2016,ProShares Ultra MSCI Emerging Markets,EET,56.77,56.59,0.31808,0.18,525,29804250
10/13/2016,ProShares Ultra MSCI Emerging Markets,EET,56.59,57.62,-1.78757,-1.03,525,29709750
10/12/2016,ProShares Ultra MSCI Emerging Markets,EET,57.62,57.84,-0.38036,-0.22,525,30250500
10/11/2016,ProShares Ultra MSCI Emerging Markets,EET,57.84,60.64,-4.61741,-2.8,500,28920000
10/10/2016,ProShares Ultra MSCI Emerging Markets,EET,60.64,59.35,2.17355,1.29,500,30320000
10/07/2016,ProShares Ultra MSCI Emerging Markets,EET,59.35,59.89,-0.90165,-0.54,500,29675000
10/06/2016,ProShares Ultra MSCI Emerging Markets,EET,59.89,59.8,0.15050,0.09,500,29945000
10/05/2016,ProShares Ultra MSCI Emerging Markets,EET,59.8,58.12,2.89057,1.68,500,29900000
10/04/2016,ProShares Ultra MSCI Emerging Markets,EET,58.12,59.45,-2.23717,-1.33,500,29060000
10/03/2016,ProShares Ultra MSCI Emerging Markets,EET,59.45,58.65,1.36402,0.8,500,29725000
09/30/2016,ProShares Ultra MSCI Emerging Markets,EET,58.65,58.15,0.85985,0.5,500,29325000
09/29/2016,ProShares Ultra MSCI Emerging Markets,EET,58.15,60.25,-3.48548,-2.1,500,29075000
09/28/2016,ProShares Ultra MSCI Emerging Markets,EET,60.25,59.18,1.80804,1.07,500,30125000
09/27/2016,ProShares Ultra MSCI Emerging Markets,EET,59.18,57.54,2.85019,1.64,500,29590000
09/26/2016,ProShares Ultra MSCI Emerging Markets,EET,57.54,59.28,-2.93522,-1.74,500,28770000
09/23/2016,ProShares Ultra MSCI Emerging Markets,EET,59.28,60.85,-2.58012,-1.57,500,29640000
09/22/2016,ProShares Ultra MSCI Emerging Markets,EET,60.85,59.99,1.43357,0.86,500,30425000
09/21/2016,ProShares Ultra MSCI Emerging Markets,EET,59.99,56.81,5.59761,3.18,500,29995000
09/20/2016,ProShares Ultra MSCI Emerging Markets,EET,56.81,56.76,0.08809,0.05,500,28405000
09/19/2016,ProShares Ultra MSCI Emerging Markets,EET,56.76,55.87,1.59298,0.89,500,28380000
09/16/2016,ProShares Ultra MSCI Emerging Markets,EET,55.87,56.64,-1.35946,-0.77,500,27935000
09/15/2016,ProShares Ultra MSCI Emerging Markets,EET,56.64,54.77,3.41428,1.87,500,28320000
09/14/2016,ProShares Ultra MSCI Emerging Markets,EET,54.77,54.43,0.62466,0.34,500,27385000
09/13/2016,ProShares Ultra MSCI Emerging Markets,EET,54.43,57.32,-5.04187,-2.89,500,27215000
09/12/2016,ProShares Ultra MSCI Emerging Markets,EET,57.32,56.49,1.46929,0.83,500,28660000
09/09/2016,ProShares Ultra MSCI Emerging Markets,EET,56.49,60.71,-6.95108,-4.22,500,28245000
09/08/2016,ProShares Ultra MSCI Emerging Markets,EET,60.71,60.97,-0.42644,-0.26,500,30355000
09/07/2016,ProShares Ultra MSCI Emerging Markets,EET,60.97,61.33,-0.58699,-0.36,525,32009250
09/06/2016,ProShares Ultra MSCI Emerging Markets,EET,61.33,58.85,4.21410,2.48,525,32198250
09/02/2016,ProShares Ultra MSCI Emerging Markets,EET,58.85,57,3.24561,1.85,525,30896250
09/01/2016,ProShares Ultra MSCI Emerging Markets,EET,57,56.14,1.53188,0.86,525,29925000
08/31/2016,ProShares Ultra MSCI Emerging Markets,EET,56.14,57.42,-2.22919,-1.28,525,29473500
08/30/2016,ProShares Ultra MSCI Emerging Markets,EET,57.42,57.77,-0.60585,-0.35,525,30145500
08/29/2016,ProShares Ultra MSCI Emerging Markets,EET,57.77,56.87,1.58256,0.9,525,30329250
08/26/2016,ProShares Ultra MSCI Emerging Markets,EET,56.87,57.87,-1.72801,-1,525,29856750
08/25/2016,ProShares Ultra MSCI Emerging Markets,EET,57.87,57.78,0.15576,0.09,550,31828500
08/24/2016,ProShares Ultra MSCI Emerging Markets,EET,57.78,57.47,0.53941,0.31,550,31779000
08/23/2016,ProShares Ultra MSCI Emerging Markets,EET,57.47,57.94,-0.81118,-0.47,550,31608500
