Date,ProShares Name,Ticker,NAV,Prior NAV,NAV Change (%),NAV Change ($),Shares Outstanding (000),Assets Under Management
09/04/2018,ProShares Short MSCI Emerging Markets,EUM,19.45,19.08,1.93920,0.37,11600,225620000
08/31/2018,ProShares Short MSCI Emerging Markets,EUM,19.08,19.18,-0.52138,-0.1,11300,215604000
08/30/2018,ProShares Short MSCI Emerging Markets,EUM,19.18,18.69,2.62172,0.49,11050,211939000
08/29/2018,ProShares Short MSCI Emerging Markets,EUM,18.69,18.8,-0.58511,-0.11,11050,206524500
08/28/2018,ProShares Short MSCI Emerging Markets,EUM,18.8,18.73,0.37373,0.07,11050,207740000
08/27/2018,ProShares Short MSCI Emerging Markets,EUM,18.73,19,-1.42105,-0.27,10950,205093500
08/24/2018,ProShares Short MSCI Emerging Markets,EUM,19,19.36,-1.85950,-0.36,11200,212800000
08/23/2018,ProShares Short MSCI Emerging Markets,EUM,19.36,19.05,1.62730,0.31,11200,216832000
08/22/2018,ProShares Short MSCI Emerging Markets,EUM,19.05,19.2,-0.78125,-0.15,11250,214312500
08/21/2018,ProShares Short MSCI Emerging Markets,EUM,19.2,19.45,-1.28535,-0.25,11250,216000000
08/20/2018,ProShares Short MSCI Emerging Markets,EUM,19.45,19.54,-0.46059,-0.09,11300,219785000
08/17/2018,ProShares Short MSCI Emerging Markets,EUM,19.54,19.74,-1.01317,-0.2,11300,220802000
08/16/2018,ProShares Short MSCI Emerging Markets,EUM,19.74,19.86,-0.60423,-0.12,11300,223062000
08/15/2018,ProShares Short MSCI Emerging Markets,EUM,19.86,19.31,2.84827,0.55,11000,218460000
08/14/2018,ProShares Short MSCI Emerging Markets,EUM,19.31,19.43,-0.61760,-0.12,11000,212410000
08/13/2018,ProShares Short MSCI Emerging Markets,EUM,19.43,19.11,1.67452,0.32,11000,213730000
08/10/2018,ProShares Short MSCI Emerging Markets,EUM,19.11,18.71,2.13789,0.4,10500,200655000
08/09/2018,ProShares Short MSCI Emerging Markets,EUM,18.71,18.66,0.26795,0.05,9850,184293500
