Date,ProShares Name,Ticker,NAV,Prior NAV,NAV Change (%),NAV Change ($),Shares Outstanding (000),Assets Under Management
02/08/2019,ProShares Short FTSE China 50,YXI,19.34,19.35,-0.05168,-0.01,350,6769000
02/07/2019,ProShares Short FTSE China 50,YXI,19.35,19.14,1.09718,0.21,350,6772500
02/06/2019,ProShares Short FTSE China 50,YXI,19.14,18.9,1.26984,0.24,350,6699000
02/05/2019,ProShares Short FTSE China 50,YXI,18.9,19.18,-1.45985,-0.28,350,6615000
02/04/2019,ProShares Short FTSE China 50,YXI,19.18,19.2,-0.10417,-0.02,350,6713000
02/01/2019,ProShares Short FTSE China 50,YXI,19.2,19.02,0.94637,0.18,350,6720000
01/31/2019,ProShares Short FTSE China 50,YXI,19.02,19.28,-1.34855,-0.26,350,6657000
01/30/2019,ProShares Short FTSE China 50,YXI,19.28,19.62,-1.73293,-0.34,350,6748000
01/29/2019,ProShares Short FTSE China 50,YXI,19.62,19.62,0.00000,0,350,6867000
01/28/2019,ProShares Short FTSE China 50,YXI,19.62,19.46,0.82220,0.16,350,6867000
01/25/2019,ProShares Short FTSE China 50,YXI,19.46,19.83,-1.86586,-0.37,350,6811000
01/24/2019,ProShares Short FTSE China 50,YXI,19.83,20.04,-1.04790,-0.21,350,6940500
01/23/2019,ProShares Short FTSE China 50,YXI,20.04,20.27,-1.13468,-0.23,350,7014000
01/22/2019,ProShares Short FTSE China 50,YXI,20.27,19.86,2.06445,0.41,350,7094500
01/18/2019,ProShares Short FTSE China 50,YXI,19.86,20.05,-0.94763,-0.19,350,6951000
01/17/2019,ProShares Short FTSE China 50,YXI,20.05,20.11,-0.29836,-0.06,350,7017500
01/16/2019,ProShares Short FTSE China 50,YXI,20.11,20.38,-1.32483,-0.27,350,7038500
01/15/2019,ProShares Short FTSE China 50,YXI,20.38,20.58,-0.97182,-0.2,300,6114000
01/14/2019,ProShares Short FTSE China 50,YXI,20.58,20.34,1.17994,0.24,300,6174000
01/11/2019,ProShares Short FTSE China 50,YXI,20.34,20.25,0.44444,0.09,300,6102000
01/10/2019,ProShares Short FTSE China 50,YXI,20.25,20.37,-0.58910,-0.12,300,6075000
01/09/2019,ProShares Short FTSE China 50,YXI,20.37,20.72,-1.68919,-0.35,300,6111000
01/08/2019,ProShares Short FTSE China 50,YXI,20.72,20.81,-0.43248,-0.09,350,7252000
01/07/2019,ProShares Short FTSE China 50,YXI,20.81,20.86,-0.23969,-0.05,300,6243000
01/04/2019,ProShares Short FTSE China 50,YXI,20.86,21.59,-3.38119,-0.73,300,6258000
01/03/2019,ProShares Short FTSE China 50,YXI,21.59,21.22,1.74364,0.37,300,6477000
01/02/2019,ProShares Short FTSE China 50,YXI,21.22,21.04,0.85551,0.18,300,6366000
12/31/2018,ProShares Short FTSE China 50,YXI,21.04,21.05,-0.04751,-0.01,300,6312000
12/28/2018,ProShares Short FTSE China 50,YXI,21.05,21.03,0.09510,0.02,300,6315000
